"ID","STATE_CODE","ZONE_CODE","SERVICE_TYPE","SERVICE","PANEL_CODE","PRICE_BY_SESSION","ADDBY","UPDBY","CREATED_AT","UPDATED_AT"
253,,"2",rtw_st_sbp,rtw_s139_pak,rtw_panel_2_SALAM,"90.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
254,,"2",rtw_st_sbp,rtw_s139_pak,rtw_panel_2_COLUMBIA,"60.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
255,,"2",rtw_st_sbp,rtw_s140_pak,rtw_panel_2_HOSPITAL,"75.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
256,,"2",rtw_st_sbp,rtw_s140_pak,rtw_panel_2_MAHARANI,"50.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
257,,"2",rtw_st_sbp,rtw_s140_pak,rtw_panel_2_NSCMH,"90.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
258,,"2",rtw_st_sbp,rtw_s140_pak,rtw_panel_2_SALAM,"90.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
259,,"2",rtw_st_sbp,rtw_s140_pak,rtw_panel_2_COLUMBIA,"83.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
260,,"2",rtw_st_sbp,rtw_s141_pak,rtw_panel_2_HOSPITAL,"60.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
261,,"2",rtw_st_sbp,rtw_s141_pak,rtw_panel_2_COLUMBIA,"83.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
262,,"2",rtw_st_sbp,rtw_s142_pak,rtw_panel_2_HOSPITAL,"60.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
263,,"2",rtw_st_sbp,rtw_s142_pak,rtw_panel_2_COLUMBIA,"80.5",,,2021-01-19 17:11:54,2021-01-19 17:11:54
264,,"2",rtw_st_sbp,rtw_s143_pak,rtw_panel_2_HOSPITAL,"40.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
265,,"2",rtw_st_sbp,rtw_s143_pak,rtw_panel_2_COLUMBIA,"80.5",,,2021-01-19 17:11:54,2021-01-19 17:11:54
266,,"2",rtw_st_sbp,rtw_s144_pak,rtw_panel_2_HOSPITAL,"65.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
267,,"2",rtw_st_sbp,rtw_s144_pak,rtw_panel_2_COLUMBIA,"80.5",,,2021-01-19 17:11:54,2021-01-19 17:11:54
268,,"2",rtw_st_sbp,rtw_s145_pak,rtw_panel_2_HOSPITAL,"65.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
269,,"2",rtw_st_sbp,rtw_s146_pak,rtw_panel_2_MAHARANI,"40.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
270,,"2",rtw_st_sbp,rtw_s146_pak,rtw_panel_2_MAWAR,"70.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
