1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1SINAR,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1REHAB,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1KLUANG,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1JB,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1GREAT,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1BP,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1HOSPITAL,85.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1TAGS,70.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1EPISODE,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1PANTAI,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1PHYSIOMOBILEMY,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1MEDIAN,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1max,85.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1min,70.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1REHAB,100.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1GREAT,110.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1BP,80.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1EPISODE,100.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1PHYSIOMOBILEMY,110.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1HMC,110.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1MEDIAN,105.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1max,110.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1min,80.0,,
1,,rtw_st_phy,rtw_s20_che,rtw_panel_1PUTRA,30.0,,
1,,rtw_st_phy,rtw_s20_che,rtw_panel_1EPISODE,20.0,,
1,,rtw_st_phy,rtw_s20_che,rtw_panel_1MEDIAN,25.0,,
1,,rtw_st_phy,rtw_s21_che,rtw_panel_1PUTRA,30.0,,
1,,rtw_st_phy,rtw_s21_che,rtw_panel_1EPISODE,30.0,,
1,,rtw_st_phy,rtw_s21_che,rtw_panel_1MEDIAN,30.0,,
1,,rtw_st_occ,rtw_s25_occ,rtw_panel_1PANTAI,85.0,,
1,,rtw_st_occ,rtw_s25_occ,rtw_panel_1MEDIAN,85.0,,
1,,rtw_st_occ,rtw_s25_occ,rtw_panel_1max,85.0,,
1,,rtw_st_occ,rtw_s25_occ,rtw_panel_1min,85.0,,
1,,rtw_st_occ,rtw_s41_tra,rtw_panel_1max,0.0,,
1,,rtw_st_occ,rtw_s41_tra,rtw_panel_1min,0.0,,
1,,rtw_st_spe,rtw_s43_spe,rtw_panel_1PANTAI,130.0,,
1,,rtw_st_spe,rtw_s43_spe,rtw_panel_1MEDIAN,130.0,,
1,,rtw_st_spe,rtw_s43_spe,rtw_panel_1max,130.0,,
1,,rtw_st_spe,rtw_s43_spe,rtw_panel_1min,130.0,,
1,,rtw_st_fun,rtw_s64_bas,rtw_panel_1SINAR,95.0,,
1,,rtw_st_fun,rtw_s64_bas,rtw_panel_1MEDIAN,95.0,,
1,,rtw_st_dry,rtw_s76_dry,rtw_panel_1HOSPITAL,80.0,,
1,,rtw_st_sbm,rtw_s77_bas,rtw_panel_1PUTRA,30.0,,
1,,rtw_st_sbm,rtw_s77_bas,rtw_panel_1MEDIAN,30.0,,
1,,rtw_st_sbm,rtw_s79_bas,rtw_panel_1PUTRA,30.0,,
1,,rtw_st_sbm,rtw_s79_bas,rtw_panel_1MEDIAN,30.0,,
1,,rtw_st_sbm,rtw_s82_bas,rtw_panel_1PUTRA,10.0,,
1,,rtw_st_sbm,rtw_s82_bas,rtw_panel_1MEDIAN,10.0,,
